name,has_website,official_url,official_title,relevant_links,justdial_com,indiamart_com,cardekho_com,carwale_com,cars24_com,olx_in,sulekha_com,yellowpages_in,total_referral_links,lead_score,lead_category,lead_reason,extracted_phone
TVS Apache Dealership AB Road Indore,True,https://dealers.tvsmotor.com/tvs-motors/location/madhya-pradesh/indore,TVS Locator | Indore | Two Wheeler Dealer,"[{'name': 'TVS Apache Dealership AB Road Indore', 'title': 'TVS Dealer Locator: Get contact details and address of TVS ...', 'url': 'https://www.tvsmotor.com/en/tvs-dealer-locator', 'domain': 'tvsmotor.com', 'snippet': 'Dealer Locator give you detail on the nearest TVS Dealers, get contact details, address, directions etc. of TVS Dealers near you.', 'type': 'official_or_other'}, {'name': 'TVS Apache Dealership AB Road Indore', 'title': 'TVS bike Showrooms in Indore - 28 Authorised TVS Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/tvs/indore', 'domain': 'bikedekho.com', 'snippet': 'BikeDekho connects you with authorized TVS Showrooms and dealers in Indore with their address and complete contact info. For more information on TVS bikes/scooters price, offers, EMI options, and test drive contact the below mentioned dealers in Indore.', 'type': 'referral'}, {'name': 'TVS Apache Dealership AB Road Indore', 'title': 'TVS showroom in Indore | 44 TVS bike dealers - BikeWale', 'url': 'https://www.bikewale.com/dealer-showrooms/tvs/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 44 TVS showrooms in Indore. Contact TVS showroom near you for prices, EMI options, and availability of TVS bike.', 'type': 'referral'}, {'name': 'TVS Apache Dealership AB Road Indore', 'title': '36 Bike Dealers of TVS in Indore - Locate Dealers - 91Wheels', 'url': 'https://www.91wheels.com/bike-dealers/tvs/indore', 'domain': '91wheels.com', 'snippet': 'Find TVS bike showrooms in Indore and connect with authorized TVS dealers across the city. There are 36 TVS dealerships in Indore, offering the complete range of TVS bikes in India with prices starting from Rs.58.45 K for the TVS Radeon to Rs.3.15 Lakh for the TVS Apache RR 310.', 'type': 'referral'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
TVS Motors Service Centre Indore,True,https://dealers.tvsmotor.com/tvs-motors/location/madhya-pradesh/indore,TVS Locator | Indore | Two Wheeler Dealer - TVS Motor Company,"[{'name': 'TVS Motors Service Centre Indore', 'title': 'TVS Dealer Locator: Get contact details and address of TVS ...', 'url': 'https://www.tvsmotor.com/en/tvs-dealer-locator', 'domain': 'tvsmotor.com', 'snippet': 'Dealer Locator give you detail on the nearest TVS Dealers, get contact details, address, directions etc. of TVS Dealers near you.', 'type': 'official_or_other'}, {'name': 'TVS Motors Service Centre Indore', 'title': 'TVS bike Showrooms in Indore - 28 Authorised TVS Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/tvs/indore', 'domain': 'bikedekho.com', 'snippet': 'TVS has 28 authorized dealers/showroom in Indore. Check out the nearest TVS dealer in Indore. Locate 28 TVS Showrooms in Indore. BikeDekho connects you with authorized TVS Showrooms and dealers in Indore with their address and complete contact info.', 'type': 'referral'}, {'name': 'TVS Motors Service Centre Indore', 'title': 'Dugar TVS Indore – TVS Two Wheeler show room in Indore', 'url': 'https://dugartvs.com/', 'domain': 'dugartvs.com', 'snippet': 'It is one of the leading dealerships for TVS Motor Company in Madhya Pradesh region. The dealership has consistently won awards at the national level from TVS Motor Company for sales, service, parts and customer satisfaction. Dugar TVS was the first TVS dealer in Indore, Dugar TVS started in 1984.', 'type': 'official_or_other'}, {'name': 'TVS Motors Service Centre Indore', 'title': 'TVS Showrooms in Indore: Find TVS Dealers & Service Centers ...', 'url': 'https://www.drivespark.com/bike-dealers/tvs/indore/', 'domain': 'drivespark.com', 'snippet': 'Find the list of TVS showrooms in Indore. Get all information about 30 authorized TVS bike dealers and service centers near you in Indore including dealer location, contact...', 'type': 'referral'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
TVS Showroom Rau Indore,True,https://dealers.tvsmotor.com/tvs-motors/location/madhya-pradesh/indore,TVS Locator | Indore | Two Wheeler Dealer,"[{'name': 'TVS Showroom Rau Indore', 'title': 'TVS Dealer Locator: Get contact details and address of TVS ...', 'url': 'https://www.tvsmotor.com/en/tvs-dealer-locator', 'domain': 'tvsmotor.com', 'snippet': 'Dealer Locator give you detail on the nearest TVS Dealers, get contact details, address, directions etc. of TVS Dealers near you.', 'type': 'official_or_other'}, {'name': 'TVS Showroom Rau Indore', 'title': 'Popular TVS Motorcycle Dealers in Rau Station Road Rau, Indore', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-TVS-in-Rau-Station-Road-Rau/nct-10329918', 'domain': 'justdial.com', 'snippet': 'Nov 17, 2025 · Find TVS Bike Showrooms, TVS Sports Bike Dealers, Apache Bike Dealers, TVS Bike Dealers in Rau Station Road Rau. Get Phone Numbers, Address, Reviews, Photos, Maps for top TVS Motorcycle Dealers near me in Rau Station Road Rau, Indore on Justdial.', 'type': 'referral'}, {'name': 'TVS Showroom Rau Indore', 'title': 'Popular Scooter Dealers TVS Authorised in Rau, Indore', 'url': 'https://www.justdial.com/Indore/Scooter-Dealers-TVS-Authorised-in-Rau/nct-10997163', 'domain': 'justdial.com', 'snippet': 'Find TVS Two Wheeler Showrooms, TVS Showrooms, TVS Moped Shops, TVS Scooter Showrooms in Rau, Indore. Get Phone Numbers, Address, Reviews, Photos, Maps for top Authorised TVS New Scooter Dealers near me in Rau, Indore on Justdial.', 'type': 'referral'}, {'name': 'TVS Showroom Rau Indore', 'title': 'Patidar TVS - shop no 1, AB Rd, Cooperative Society, Sai ...TVS bike Showrooms in Indore - 28 Authorised TVS Dealers Near MeTvs Authorized Showrooms in Indore', 'url': 'https://www.cybo.com/IN-biz/patidar-tvs', 'domain': 'cybo.com', 'snippet': 'Patidar TVS is working in New car dealers, Motorcycle dealers, Shopping, Automotive activities. You can contact the company at 098262 55774. You can find more information about Patidar TVS at www.tvsmotor.in. You can contact the company by email at service.support@tvsmotor.co.in. TVS has 28 authorized dealers/showroom in Indore. Check out the nearest TVS dealer in Indore. Locate 28 TVS Showrooms in Indore. BikeDekho connects you with authorized TVS Showrooms and dealers in Indore with their address and complete contact info. Discover the nearest authorized Tvs dealers and showrooms in Indore through Times Drive. We connect you with 33 authorized Tvs dealers, providing their addresses and complete contact information.', 'type': 'official_or_other'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Royal Enfield Showroom Vijay Nagar Indore,True,https://dealers.royalenfield.com/madhya-pradesh/indore,"Royal Enfield Showrooms in Indore, Madhya Pradesh","[{'name': 'Royal Enfield Showroom Vijay Nagar Indore', 'title': 'Top Authorised Royal Enfield Showroom in Vijay Nagar, Indore ...', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-Royal-Enfield-Authorised-in-Vijay-Nagar/nct-10920821', 'domain': 'justdial.com', 'snippet': 'Find Bullet Bike Showroom, Royal Enfield 350 Dealers, Royal Enfield Authorised Dealers, Bullet Bike Dealers, Royal Enfield Thunderbird Dealers in Indore. Get Phone Numbers, Address, Reviews, Photos, Maps for top Authorised Royal Enfield Showroom near me in Vijay Nagar on Justdial.', 'type': 'referral'}, {'name': 'Royal Enfield Showroom Vijay Nagar Indore', 'title': 'Royal Enfield Bike Showrooms in Indore - BikeDekho', 'url': 'https://www.bikedekho.com/showrooms/royal-enfield/indore', 'domain': 'bikedekho.com', 'snippet': 'Locate 4 Royal Enfield Showrooms in Indore. BikeDekho connects you with authorized Royal Enfield Showrooms and dealers in Indore with their address and complete contact info.', 'type': 'referral'}, {'name': 'Royal Enfield Showroom Vijay Nagar Indore', 'title': 'Popular Royal Enfield Motorcycle Dealers in Vijay Nagar, Indore', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-Royal-Enfield-in-Vijay-Nagar/nct-10329905', 'domain': 'justdial.com', 'snippet': 'Find Motorcycle Dealers, Motorcycle Dealers-Honda, Motorcycle Dealers-TVS, Motorcycle Dealers-Bajaj, Motorcycle Dealers-Hero in Vijay Nagar, Indore. Get Phone Numbers, Address, Reviews, Photos, Maps , FAQs for top Royal Enfield Motorcycle Dealers near me in Vijay Nagar, Indore on Justdial.', 'type': 'referral'}, {'name': 'Royal Enfield Showroom Vijay Nagar Indore', 'title': 'Royal Enfield showroom in Indore | 5 Royal Enfield bike ...', 'url': 'https://www.bikewale.com/dealer-showrooms/royalenfield/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 5 Royal Enfield showrooms in Indore. Contact Royal Enfield showroom near you for prices, EMI options, and availability of Royal Enfield bike.', 'type': 'referral'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Royal Enfield Dealership AB Road Indore,True,https://dealers.royalenfield.com/madhya-pradesh/indore,"Royal Enfield Showrooms in Indore, Madhya Pradesh","[{'name': 'Royal Enfield Dealership AB Road Indore', 'title': 'Royal Enfield Bike Showrooms in Indore - BikeDekho', 'url': 'https://www.bikedekho.com/showrooms/royal-enfield/indore', 'domain': 'bikedekho.com', 'snippet': 'Locate 4 Royal Enfield Showrooms in Indore. BikeDekho connects you with authorized Royal Enfield Showrooms and dealers in Indore with their address and complete contact info. For more information on Royal Enfield bikes/scooters price, offers, EMI options, and test drive contact the below mentioned dealers in Indore.', 'type': 'referral'}, {'name': 'Royal Enfield Dealership AB Road Indore', 'title': 'Royal Enfield showroom in Indore | 5 Royal Enfield bike dealers - BikeWale', 'url': 'https://bikewale.com/m/dealer-showrooms/royalenfield/indore/', 'domain': 'bikewale.com', 'snippet': 'There are 5 Royal Enfield showrooms in Indore. BikeWale recommends buying bikes from authorized Royal Enfield showroom in Indore For information on prices, offers, EMI options and test rides you may get in touch with below mentioned Royal Enfield dealers in Indore.', 'type': 'referral'}, {'name': 'Royal Enfield Dealership AB Road Indore', 'title': '4 Royal Enfield Bike Showrooms in Indore, Royal Enfield Dealers in ...', 'url': 'https://www.zigwheels.com/bikes/dealers/royal-enfield/Indore', 'domain': 'zigwheels.com', 'snippet': 'Find Royal Enfield Bike showrooms in Indore. Check the list of Royal Enfield dealerships in Indore with dealer location, contact details and directions.', 'type': 'referral'}, {'name': 'Royal Enfield Dealership AB Road Indore', 'title': '4 Royal Enfield Showrooms in Indore – Find Authorized Dealers Near You', 'url': 'https://thebikejunction.com/dealer-showrooms/royal-enfield/indore', 'domain': 'thebikejunction.com', 'snippet': 'Check 4 authorized Royal Enfield dealers in Indore. Get verified contact & location details, discover the latest offers, flexible EMI options, and availability of Royal Enfield bikes near you.', 'type': 'official_or_other'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
Royal Enfield Studio Indore Palasia,True,https://dealers.royalenfield.com/madhya-pradesh/indore,"Royal Enfield Showrooms in Indore, Madhya Pradesh","[{'name': 'Royal Enfield Studio Indore Palasia', 'title': 'Royal Enfield showroom in Indore | 5 Royal Enfield bike ...', 'url': 'https://www.bikewale.com/dealer-showrooms/royalenfield/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 5 Royal Enfield showrooms in Indore. Contact Royal Enfield showroom near you for prices, EMI options, and availability of Royal Enfield bike.', 'type': 'referral'}, {'name': 'Royal Enfield Studio Indore Palasia', 'title': 'Royal Enfield Bike Showrooms in Indore - BikeDekho', 'url': 'https://www.bikedekho.com/showrooms/royal-enfield/indore', 'domain': 'bikedekho.com', 'snippet': 'Locate 4 Royal Enfield Showrooms in Indore. BikeDekho connects you with authorized Royal Enfield Showrooms and dealers in Indore with their address and complete contact info.', 'type': 'referral'}, {'name': 'Royal Enfield Studio Indore Palasia', 'title': 'Top Royal Enfield in Indore - Best Royal Enfield near me ...', 'url': 'https://www.justdial.com/Indore/Royal-Enfield/nct-10330083', 'domain': 'justdial.com', 'snippet': 'Mar 8, 2026 · 54 Royal Enfield in Indore. Find Motorcycle Repair & Services, Automobile Part Dealers, Two Wheeler Repair & Services, Motorcycle Part Dealers, Motorcycle Dealers in Indore. Get Phone Numbers, Address, Reviews, Photos, Maps , FAQs for top Royal Enfield near me in Indore on Justdial.', 'type': 'referral'}, {'name': 'Royal Enfield Studio Indore Palasia', 'title': 'Popular Royal Enfield Authorised Motorcycle Dealers in Indore', 'url': 'https://www.justdial.com/Indore/Royal-Enfield-Authorised-Motorcycle-Shops/nct-10920821', 'domain': 'justdial.com', 'snippet': 'Sep 19, 2025 · JPS Automotive offers a wide range of high-quality vehicle products with quick and easy booking options. With a warranty available, you can have peace of mind knowing that your purchase is protected.', 'type': 'referral'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Yamaha Showroom Vijay Nagar Indore,True,https://www.rentrip.in/car-subscription/indore/vijay-nagar-indore,vijay nagar indore - Best Monthly Self-Drive Car Deals in Indore with...,"[{'name': 'Yamaha Showroom Vijay Nagar Indore', 'title': 'Bajaj bike Showrooms in Indore - 14 Authorised Bajaj Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/bajaj/indore', 'domain': 'bikedekho.com', 'snippet': 'Bajaj Showrooms in Indore. Dealer name. Address. Bhagirath Bajaj @ Manglaya Sadak.Chetak @ Bajaj Indore. 9 Kalani Nagar, Ground Floor, Airport Road, Indore, Madhya Pradesh, 452005. Chetak Showroom @ Annapurna Road.', 'type': 'referral'}, {'name': 'Yamaha Showroom Vijay Nagar Indore', 'title': 'Showroom for Rent near Nehru Nagar, Indore - Commercial...', 'url': 'https://www.magicbricks.com/showroom-for-rent-in-nehru-nagar-indore-pppfr', 'domain': 'magicbricks.com', 'snippet': 'Showing 30 Similar Properties Nearby Nehru Nagar Indore. 1Photo Commercial Showroom for Rent in Race Course Road.', 'type': 'official_or_other'}, {'name': 'Yamaha Showroom Vijay Nagar Indore', 'title': 'Visit GIG Motors Thuampui For Grand Vitara Car Dealer... - Medium', 'url': 'https://medium.com/@arenaankit003/visit-gig-motors-thuampui-for-grand-vitara-car-dealer-5c1a4e1f0de4', 'domain': 'medium.com', 'snippet': 'Patel Motors one of the trusted Ertiga Car Showroom Vijay Nagar, Indore. We offer range of Maruti Suzuki cars including Hatchbacks, Sedans…', 'type': 'official_or_other'}, {'name': 'Yamaha Showroom Vijay Nagar Indore', 'title': 'olx.in/vijay-nagar_g5318808/for-rent-houses-apartments_c1723', 'url': 'https://www.olx.in/vijay-nagar_g5318808/for-rent-houses-apartments_c1723', 'domain': 'olx.in', 'snippet': 'Vijay Nagar, Indore5 days ago.', 'type': 'referral'}]",0,0,0,0,0,1,0,0,1,25,Low Priority,Business has an official website - lower digital opportunity,
Yamaha R15 Dealership AB Road Indore,False,,,"[{'name': 'Yamaha R15 Dealership AB Road Indore', 'title': 'List of Top Yamaha Motorcycle Showrooms in Indore - Justdial', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-Yamaha/nct-10329922', 'domain': 'justdial.com', 'snippet': 'Sagar Yamaha Showroom Opposite Nehru Stadium A B Road, INDORE. Sagar Yamaha Showroom. 3.849 Ratings. Opposite Nehru Stadium A B Road. Call Now Get Best Deal.', 'type': 'referral'}, {'name': 'Yamaha R15 Dealership AB Road Indore', 'title': 'Yamaha Showroom Indore - Instagram', 'url': 'https://www.instagram.com/popular/yamaha-showroom-indore/', 'domain': 'instagram.com', 'snippet': 'Nov 20, 2025 ... Yamaha operates multiple authorized showrooms in Indore, including Ratlam Motors on HIG Road, Petal Yamaha on Annapurna Main Road, ...', 'type': 'referral'}, {'name': 'Yamaha R15 Dealership AB Road Indore', 'title': 'Popular Motorcycle Dealers in AB Road, Indore - Justdial', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-in-A-B-Road/nct-10329848', 'domain': 'justdial.com', 'snippet': 'These bike showrooms have a formal agreement with a brand, which allows them to sell new motorbikes, parts, and accessories from that manufacturer. Franchise ...', 'type': 'referral'}, {'name': 'Yamaha R15 Dealership AB Road Indore', 'title': 'Bike Showrooms in Indore - ZigWheels.com', 'url': 'https://www.zigwheels.com/bikes/dealers/Indore', 'domain': 'zigwheels.com', 'snippet': 'Ratlam Motors - Ambedkar Nagar · Mehta Automobiles Pvt Ltd - South Tukoganj · Rukmani Motors Pvt.Ltd. · Triumph Indore · Biyani Bajaj @ Rau · Seona E Vehicles - Usha ...', 'type': 'referral'}]",2,0,0,0,0,0,0,0,2,80,High Priority,No official website but listed on 2 referral platform(s),
Yamaha Service Centre Bhawarkuan Indore,True,https://yappe.in/madhya-pradesh/indore/yamaha-bhawar-kua-ratlam-motors/648413,Yamaha Bhawar kua- Ratlam Motors - Motor vehicle dealer ...,"[{'name': 'Yamaha Service Centre Bhawarkuan Indore', 'title': 'Popular Yamaha Motorcycle Dealers in Bhawar Kuan, Indore', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-Yamaha-in-Bhawar-Kuan/nct-10329922', 'domain': 'justdial.com', 'snippet': 'Jan 19, 2026 · Find Yamaha Bikes, Yamaha Dealers, Yamaha New Model Bikes, Yamaha Service Centers in Bhawar Kuan. Get Phone Numbers, Address, Reviews, Photos, Maps for top Yamaha Showrooms near me in Bhawar Kuan, Indore on Justdial', 'type': 'referral'}, {'name': 'Yamaha Service Centre Bhawarkuan Indore', 'title': 'Yamaha service centers in Indore - BikeWale', 'url': 'https://www.bikewale.com/service-centers/yamaha/indore/', 'domain': 'bikewale.com', 'snippet': 'There are 3 Yamaha service centers in Indore. Get in touch with your nearest Yamaha service center for service repairing, schedule details, pricing, pick and drop facility. Check the Service schedule for Yamaha bikes now.', 'type': 'referral'}, {'name': 'Yamaha Service Centre Bhawarkuan Indore', 'title': 'Yamaha Service Center In Indore - Yamaha Bike Service Centers', 'url': 'https://servicebee.in/b/yamaha-indore/', 'domain': 'servicebee.in', 'snippet': 'Yamaha service center situated in Indore, Madhya Pradesh will help you repair your bike and solve any engine, performance, cleaning issues. You can also check all Yamaha service centres in India.', 'type': 'official_or_other'}, {'name': 'Yamaha Service Centre Bhawarkuan Indore', 'title': 'List of Top Yamaha Motorcycle Showrooms in Indore - Best ...', 'url': 'https://www.justdial.com/Indore/Motorcycle-Dealers-Yamaha/nct-10329922', 'domain': 'justdial.com', 'snippet': 'Find Yamaha Bikes, Yamaha Dealers, Yamaha New Model Bikes, Yamaha Service Centers in Indore. Get Phone Numbers, Address, Reviews, Photos, Maps for top Yamaha Showrooms near me in Indore on Justdial', 'type': 'referral'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Suzuki Motorcycle Showroom Indore,True,https://www.suzukimotorcyclebengalisquare.com/,"Raizing Suzuki, Bengali Square, Indore – Authorized Suzuki Motorcycle ...","[{'name': 'Suzuki Motorcycle Showroom Indore', 'title': 'Suzuki bike Showrooms in Indore - 5 Authorised Suzuki Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/suzuki/indore', 'domain': 'bikedekho.com', 'snippet': 'Locate 5 Suzuki bike showrooms in Indore. Check latest June offers, contact details, dealer location of Suzuki two wheeler dealers near by at Bikedekho.com', 'type': 'referral'}, {'name': 'Suzuki Motorcycle Showroom Indore', 'title': 'Best Suzuki Two Wheeler Showroom Indore | Khandelwal', 'url': 'https://khandelwalsuzuki.com/', 'domain': 'khandelwalsuzuki.com', 'snippet': 'Khandelwal Suzuki is your trusted destination in Indore for the latest Suzuki motorcycles and scooters. We offer a wide range of stylish, high-performance two-wheelers along with expert service, genuine parts, and a smooth buying experience. Ride with confidence, power, and style only with Khandelwal Suzuki. Visit us today or book your test ride now!', 'type': 'official_or_other'}, {'name': 'Suzuki Motorcycle Showroom Indore', 'title': 'Suzuki showroom in Indore | 7 Suzuki bike dealers - BikeWale', 'url': 'https://bikewale.com/m/dealer-showrooms/suzuki/indore/', 'domain': 'bikewale.com', 'snippet': 'There are 6 Suzuki showrooms in Indore. BikeWale recommends buying bikes from authorized Suzuki showroom in Indore For information on prices, offers, EMI options and test rides you may get in touch with below mentioned Suzuki dealers in Indore.', 'type': 'referral'}, {'name': 'Suzuki Motorcycle Showroom Indore', 'title': 'SUZUKI MOTORCYCLE - KHANDELWAL SUZUKI, VAISHALINAGAR, INDORE', 'url': 'https://www.suzukimotorcyclemgroad.com/', 'domain': 'suzukimotorcyclemgroad.com', 'snippet': 'Our digital showroom simplifies your search, showcasing all Suzuki models available in Indore for an effortless experience. Take home your new Scooters or Motorcycles or Electric Scooters today and experience top-notch customer service and robust after-sales support from Khandelwal Suzuki, Vaishalinagar, Indore.', 'type': 'official_or_other'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
Suzuki Access Dealership Vijay Nagar Indore,True,https://www.suzukimotorcycle.co.in/find-dealer,Find Suzuki Dealer | Authorized Showrooms & Service Centers,"[{'name': 'Suzuki Access Dealership Vijay Nagar Indore', 'title': 'Suzuki Access 125 Scooter Dealers, Mangal City Mall Vijay ...', 'url': 'https://www.justdial.com/Indore/Scooter-Dealers-Suzuki-Access-125-in-Mangal-City-Mall-Vijay-Nagar/nct-10851930', 'domain': 'justdial.com', 'snippet': 'Oct 31, 2025 · Scooter Dealers-Suzuki Access 125 near Mangal City Mall Vijay Nagar, Indore - Find the best deals on Suzuki Access 125 scooters! Buy, sell, or trade with trusted dealers near you.', 'type': 'referral'}, {'name': 'Suzuki Access Dealership Vijay Nagar Indore', 'title': 'Scooter Dealers Suzuki Access 125, Indore - Two Wheeler ...', 'url': 'https://www.justdial.com/Indore/Scooter-Dealers-Suzuki-Access-125/nct-10851930', 'domain': 'justdial.com', 'snippet': 'You can find authorized Suzuki Access 125 dealers in Indore by searching on Justdial. This platform provides a comprehensive list of dealers along with their contact information, customer reviews, and location details to help you make an informed choice.', 'type': 'referral'}, {'name': 'Suzuki Access Dealership Vijay Nagar Indore', 'title': 'Suzuki bike Showrooms in Indore - 5 Authorised Suzuki Dealers ...', 'url': 'https://www.bikedekho.com/showrooms/suzuki/indore', 'domain': 'bikedekho.com', 'snippet': 'Popular Suzuki bikes/scooters include Suzuki Access 125, Suzuki Burgman Street, Suzuki Hayabusa. Locate 5 Suzuki bike showrooms in Indore. Check latest June offers, contact details, dealer location of Suzuki two wheeler dealers near by at Bikedekho.com.', 'type': 'referral'}, {'name': 'Suzuki Access Dealership Vijay Nagar Indore', 'title': 'Suzuki showroom in Indore | 7 Suzuki bike dealers - BikeWale', 'url': 'https://www.bikewale.com/dealer-showrooms/suzuki/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 7 Suzuki showrooms in Indore. Contact Suzuki showroom near you for prices, EMI options, and availability of Suzuki bike.', 'type': 'referral'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
KTM Showroom Indore Vijay Nagar,True,https://www.vicky.in/dealer/bike/ktm/indore/vijay-nagar-ktm-vijay-nagar/,Vijay Nagar Ktm - Vijay Nagar KTM ShowRoom in Indore,"[{'name': 'KTM Showroom Indore Vijay Nagar', 'title': 'KTM bike Showrooms in Indore - 1 Authorised KTM Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/ktm/indore', 'domain': 'bikedekho.com', 'snippet': 'BikeDekho connects you with authorized KTM Showrooms and dealers in Indore with their address and complete contact info. For more information on KTM bikes/scooters price, offers, EMI options, and test drive contact the below mentioned dealers in Indore.', 'type': 'referral'}, {'name': 'KTM Showroom Indore Vijay Nagar', 'title': 'KTM@VIJAY NAGAR, INDORE - BikeDekho', 'url': 'https://www.bikedekho.com/showrooms/ktm/indore/anjushree-automobiles-50054679', 'domain': 'bikedekho.com', 'snippet': 'Plot No. 1a & 1b, Scheme No. 113, Vijay Nagar, Indore Madhya Pradesh, 452010 Get Call Back Home KTM', 'type': 'referral'}, {'name': 'KTM Showroom Indore Vijay Nagar', 'title': 'VIJAY NAGAR KTM | KTM Showroom Dealer in Indore | BikeKharido', 'url': 'https://bikekharido.in/dealers/vijay-nagar-ktm/', 'domain': 'bikekharido.in', 'snippet': 'Check the latest offers, contact details, and dealer location of VIJAY NAGAR KTM, KTM Showroom in Indore. Visit VIJAY NAGAR KTM for the best bike/scooter deal in Indore.', 'type': 'official_or_other'}, {'name': 'KTM Showroom Indore Vijay Nagar', 'title': 'KTM showroom in Indore | 2 KTM bike dealers - BikeWale', 'url': 'https://www.bikewale.com/dealer-showrooms/ktm/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 2 KTM showrooms in Indore. Contact KTM showroom near you for prices, EMI options, and availability of KTM bike.', 'type': 'referral'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
KTM Duke Dealership AB Road Indore,True,https://dzen.ru/a/YmJZON2qgH34VAQa,"KTM Duke 125, 200 и 390: Мелкокалиберные зажигалки | Дзен","[{'name': 'KTM Duke Dealership AB Road Indore', 'title': 'Find Hero MotoCorp Showrooms Near You | Locator', 'url': 'https://dealers.heromotocorp.com/', 'domain': 'dealers.heromotocorp.com', 'snippet': 'Find Hero MotoCorp showroom near you. Get detailed info on showroom address, phone number, timings, ratings, reviews, drive directions & more.', 'type': 'official_or_other'}, {'name': 'KTM Duke Dealership AB Road Indore', 'title': 'Как KTM Duke 390, только дешевле: обзор Bajaj Pulsar...', 'url': 'https://bajaj-dealer77.ru/kak-ktm-duke-390-tolko-deshevle-obzor-bajaj-pulsar-ns400z/', 'domain': 'bajaj-dealer77.ru', 'snippet': 'Pulsar NS400Z (слева) по многим параметрам почти не уступает более дорогому KTM Duke 390 (справа). Подробнее о серии Pulsar и почему она стала культовой.', 'type': 'official_or_other'}, {'name': 'KTM Duke Dealership AB Road Indore', 'title': 'KTM 250 Duke | KTM Bayisi Bostancıoğlu', 'url': 'https://www.bostancioglu.com.tr/tr/arac/ktm/250-duke', 'domain': 'bostancioglu.com.tr', 'snippet': 'KTM 250 DUKE’un önde 320 mm’lik yeni dört pistonlu fren diskleri var. Yeni tasarım, daha büyük disklerle solma direncini artırır ve balata ömrünü uzatır.', 'type': 'official_or_other'}, {'name': 'KTM Duke Dealership AB Road Indore', 'title': 'Bike Transport Banganga Indore Indore | PackersAndMovers.com.in', 'url': 'https://www.packersandmovers.com.in/bike-transport/indore/banganga-indore.html', 'domain': 'packersandmovers.com.in', 'snippet': ""Shifting your two-wheeler from Banganga Indore, Indore? Whether it's your beloved Activa, Royal Enfield Bullet, Honda Shine, Bajaj Pulsar, KTM Duke, or any other motorcycle or scooter — PackersAndMovers.com.in provides India's most reliable bike transport service."", 'type': 'official_or_other'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
